timestamp,part,experiment,variant,language,size,threads,block_size,run,time_seconds,gflops,speedup,efficiency,task_clock,instructions,cycles,cache_references,cache_misses,L1_dcache_loads,L1_dcache_load_misses,LLC_loads,LLC_load_misses,mem_load_retired_l1_miss,mem_load_retired_l2_miss
2026-03-19T15:33:23,1,onmult,base,Java,1024,1,,3,2.550000,0.842150,,,2596328868,11905110792,12750867026,1075508803,2913614,2327323550,1078654541,1063228204,904991,992395286,979312709
2026-03-19T15:33:29,1,onmult,base,Java,1024,1,,4,2.541000,0.845133,,,2584701432,11845622265,12759349606,1077288154,2960665,2320448068,1078780122,1064580301,925162,986014328,978149227
2026-03-19T15:33:34,1,onmult,base,Java,1024,1,,5,2.517000,0.853192,,,2600820781,11909694483,12776190601,1083845795,3028588,2313269119,1078226544,1066619517,926326,993111294,983766244
2026-03-19T15:33:39,1,onmult,base,Java,1536,1,,1,9.211000,0.786859,,,9425414295,38703497122,46642594205,3819618013,52039205,7428051727,3798982525,3649166927,40950990,3360234168,3342384598
2026-03-19T15:33:58,1,onmult,base,Java,1536,1,,2,9.207000,0.787201,,,9380960065,38758660461,46451680062,3812205046,48913537,7442610149,3792160549,3649916998,38107339,3364131119,3345085297
2026-03-19T15:34:17,1,onmult,base,Java,1536,1,,3,9.258000,0.782864,,,9354034499,38780492934,46251061677,3802214861,45057479,7445618003,3796731287,3650711371,36207271,3360309907,3341541834
2026-03-19T15:34:36,1,onmult,base,Java,1536,1,,4,9.181000,0.789430,,,9352842985,38800591808,46274531136,3813748366,47512889,7443266619,3796355241,3650807722,36547741,3356710922,3339532533
2026-03-19T15:34:54,1,onmult,base,Java,1536,1,,5,9.202000,0.787628,,,9350623352,38749313762,46260559273,3809680326,45792908,7455475506,3793036488,3651227885,35253520,3354802037,3334676545
2026-03-19T15:35:13,1,onmult,base,Java,2048,1,,1,25.342000,0.677921,,,25503907908,91205846562,126518260918,9631944134,648328032,17456347100,10067941926,8641482851,453098335,8089756546,7927113664
2026-03-19T15:36:04,1,onmult,base,Java,2048,1,,2,25.408000,0.676160,,,25590889748,91301297021,126890048863,9559435757,643479159,17472438627,10101069069,8643687943,463430170,8082635546,7923919568
2026-03-19T15:36:55,1,onmult,base,Java,2048,1,,3,26.507000,0.648126,,,26110410990,91283185284,128757757283,9713606646,721560707,17461318953,9864757133,8640429736,501394996,8082041231,7938568891
2026-03-19T15:37:48,1,onmult,base,Java,2048,1,,4,25.481000,0.674223,,,25767067230,91304858174,127752845937,9832970212,710364921,17465073400,9956145987,8641202273,476424338,8078571998,7936872934
2026-03-19T15:38:39,1,onmult,base,Java,2048,1,,5,25.442000,0.675256,,,25739793544,91218063207,127496926329,9804424739,700124138,17453312051,10005901063,8644209365,470676151,8074836452,7928490637
2026-03-19T15:39:31,1,onmult,base,Java,2560,1,,1,64.771000,0.518047,,,64623472986,178034964841,320776710872,28848865673,4209796362,33967923496,27260869069,16984083832,1764756152,15974411395,15548659403
2026-03-19T15:41:40,1,onmult,base,Java,2560,1,,2,63.435000,0.528958,,,65391416225,177874820930,324394170631,28938487004,4208072872,33991409133,27405259280,17006518908,1735708171,15927539776,15540795829
2026-03-19T15:43:49,1,onmult,base,Java,2560,1,,3,66.605000,0.503782,,,65712460330,177807942510,326176829168,28737761569,4262940463,34034349249,27405578849,16973089619,1787379610,15976796950,15576309810
2026-03-19T15:46:02,1,onmult,base,Java,2560,1,,4,63.724000,0.526559,,,64403762307,177513414316,319545127626,28980623941,4174030163,34003732026,27425931286,17003532371,1694280181,15904770753,15520517815
2026-03-19T15:48:10,1,onmult,base,Java,2560,1,,5,63.845000,0.525561,,,64456684033,177441203221,319945844952,28881907397,4181214213,34004538982,27465047623,16973713616,1691185675,15970182367,15571070499
2026-03-19T15:50:19,1,onmult,base,Java,3072,1,,1,200.594000,0.289052,,,188582016043,307246790435,936352893924,40743776545,15789559589,58814350594,51006022499,29233232960,11586516456,28250265072,27288567285
2026-03-19T15:56:48,1,onmult,base,Java,3072,1,,2,136.462000,0.424895,,,187028936873,307754757720,928605611656,40776715742,15701809082,58796538155,50959197337,29216971202,11433979097,28275529860,27321606379
2026-03-19T16:02:12,1,onmult,base,Java,3072,1,,3,200.353000,0.289400,,,193958313153,306705099015,961644437600,40015279658,16256298699,58850765807,50964965390,29233142559,12162030699,28275201342,27278351041
2026-03-19T16:08:47,1,onmult,base,Java,3072,1,,4,155.728000,0.372329,,,194379605299,307438162004,964673028631,39996150043,16167413692,58820181314,50969344290,29204824642,12233262917,28369393034,27345133858
2026-03-19T16:14:37,1,onmult,base,Java,3072,1,,5,151.140000,0.383631,,,179669346701,307469613612,892271262197,39142782378,14673527028,58785493367,50835171337,27945360027,10776784663,28243474318,26096904639
